Genus,Species,Strain,Fasta,FastaFolder,Fastq,FastqFolder,ReferenceGenome,Kingdom,Phylum,Class,Order,Family,file,type
Clostridium,perfringens,13,C_perfringens_13,bacteria/clostridium/perfringens/13,MM117,1_BACTERIA/Mix_bacteria,GCA_000009685.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,results/distance_law/C_perfringens_13_MM117_distance_law.csv,distance_law
Clostridium,perfringens,13,C_perfringens_13,bacteria/clostridium/perfringens/13,MM117,1_BACTERIA/Mix_bacteria,GCA_000009685.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,results/pairs/C_perfringens_13_MM117.pairs,pairs
Clostridium,perfringens,13,C_perfringens_13,bacteria/clostridium/perfringens/13,MM117,1_BACTERIA/Mix_bacteria,GCA_000009685.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,results/macrodomains/C_perfringens_13_MM117_macrodomains.bed,macrodomains
Clostridium,perfringens,13,C_perfringens_13,bacteria/clostridium/perfringens/13,MM117,1_BACTERIA/Mix_bacteria,GCA_000009685.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,results/DI/C_perfringens_13_MM117_DI.bed,DI
Clostridium,perfringens,13,C_perfringens_13,bacteria/clostridium/perfringens/13,MM117,1_BACTERIA/Mix_bacteria,GCA_000009685.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,results/insulation/C_perfringens_13_MM117_insulation.bed,insulation
Clostridium,perfringens,13,C_perfringens_13,bacteria/clostridium/perfringens/13,MM117,1_BACTERIA/Mix_bacteria,GCA_000009685.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,results/borders/C_perfringens_13_MM117_borders.bed,borders
Clostridium,perfringens,13,C_perfringens_13,bacteria/clostridium/perfringens/13,MM117,1_BACTERIA/Mix_bacteria,GCA_000009685.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,results/chromosight/C_perfringens_13_MM117_loops.tsv,chromosight
Corynebacterium,glutamicum,ATCC 13032,C_glutamicum_ATCC13032,bacteria/corynebacterium/glutamicum/ATCC13032,MM264,1_BACTERIA/Corynebact,GCA_000196335.1,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Corynebacteriaceae,ref/C_glutamicum_ATCC13032.fa,assembly
Corynebacterium,glutamicum,ATCC 13032,C_glutamicum_ATCC13032,bacteria/corynebacterium/glutamicum/ATCC13032,MM264,1_BACTERIA/Corynebact,GCA_000196335.1,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Corynebacteriaceae,results/cool/C_glutamicum_ATCC13032_MM264.mcool,cool
Corynebacterium,glutamicum,ATCC 13032,C_glutamicum_ATCC13032,bacteria/corynebacterium/glutamicum/ATCC13032,MM264,1_BACTERIA/Corynebact,GCA_000196335.1,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Corynebacteriaceae,results/distance_law/C_glutamicum_ATCC13032_MM264_distance_law.csv,distance_law
Corynebacterium,glutamicum,ATCC 13032,C_glutamicum_ATCC13032,bacteria/corynebacterium/glutamicum/ATCC13032,MM264,1_BACTERIA/Corynebact,GCA_000196335.1,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Corynebacteriaceae,results/pairs/C_glutamicum_ATCC13032_MM264.pairs,pairs
Corynebacterium,glutamicum,ATCC 13032,C_glutamicum_ATCC13032,bacteria/corynebacterium/glutamicum/ATCC13032,MM264,1_BACTERIA/Corynebact,GCA_000196335.1,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Corynebacteriaceae,results/macrodomains/C_glutamicum_ATCC13032_MM264_macrodomains.bed,macrodomains
Corynebacterium,glutamicum,ATCC 13032,C_glutamicum_ATCC13032,bacteria/corynebacterium/glutamicum/ATCC13032,MM264,1_BACTERIA/Corynebact,GCA_000196335.1,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Corynebacteriaceae,results/DI/C_glutamicum_ATCC13032_MM264_DI.bed,DI
Corynebacterium,glutamicum,ATCC 13032,C_glutamicum_ATCC13032,bacteria/corynebacterium/glutamicum/ATCC13032,MM264,1_BACTERIA/Corynebact,GCA_000196335.1,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Corynebacteriaceae,results/insulation/C_glutamicum_ATCC13032_MM264_insulation.bed,insulation
Corynebacterium,glutamicum,ATCC 13032,C_glutamicum_ATCC13032,bacteria/corynebacterium/glutamicum/ATCC13032,MM264,1_BACTERIA/Corynebact,GCA_000196335.1,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Corynebacteriaceae,results/borders/C_glutamicum_ATCC13032_MM264_borders.bed,borders
Corynebacterium,glutamicum,ATCC 13032,C_glutamicum_ATCC13032,bacteria/corynebacterium/glutamicum/ATCC13032,MM264,1_BACTERIA/Corynebact,GCA_000196335.1,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Corynebacteriaceae,results/chromosight/C_glutamicum_ATCC13032_MM264_loops.tsv,chromosight
Cupriavidus,necator,N-1,C_necator_N1_VJ,bacteria/cupriavidus/necator/N1,MM260,1_BACTERIA/Mix_bacteria,GCA_000219215.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,ref/C_necator_N1_VJ.fa,assembly
Cupriavidus,necator,N-1,C_necator_N1_VJ,bacteria/cupriavidus/necator/N1,MM260,1_BACTERIA/Mix_bacteria,GCA_000219215.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,results/cool/C_necator_N1_VJ_MM260.mcool,cool
Cupriavidus,necator,N-1,C_necator_N1_VJ,bacteria/cupriavidus/necator/N1,MM260,1_BACTERIA/Mix_bacteria,GCA_000219215.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,results/distance_law/C_necator_N1_VJ_MM260_distance_law.csv,distance_law
Cupriavidus,necator,N-1,C_necator_N1_VJ,bacteria/cupriavidus/necator/N1,MM260,1_BACTERIA/Mix_bacteria,GCA_000219215.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,results/pairs/C_necator_N1_VJ_MM260.pairs,pairs
Cupriavidus,necator,N-1,C_necator_N1_VJ,bacteria/cupriavidus/necator/N1,MM260,1_BACTERIA/Mix_bacteria,GCA_000219215.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,results/macrodomains/C_necator_N1_VJ_MM260_macrodomains.bed,macrodomains
Cupriavidus,necator,N-1,C_necator_N1_VJ,bacteria/cupriavidus/necator/N1,MM260,1_BACTERIA/Mix_bacteria,GCA_000219215.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,results/DI/C_necator_N1_VJ_MM260_DI.bed,DI
Cupriavidus,necator,N-1,C_necator_N1_VJ,bacteria/cupriavidus/necator/N1,MM260,1_BACTERIA/Mix_bacteria,GCA_000219215.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,results/insulation/C_necator_N1_VJ_MM260_insulation.bed,insulation
Cupriavidus,necator,N-1,C_necator_N1_VJ,bacteria/cupriavidus/necator/N1,MM260,1_BACTERIA/Mix_bacteria,GCA_000219215.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,results/chromosight/C_necator_N1_VJ_MM260_loops.tsv,chromosight
Deinococcus,radiodurans,R1,D_radiodurans_R1,bacteria/deinococcus/radiodurans/R1,MM284,1_BACTERIA/Deinococcus,GCA_020546685.1,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,ref/D_radiodurans_R1.fa,assembly
Deinococcus,radiodurans,R1,D_radiodurans_R1,bacteria/deinococcus/radiodurans/R1,MM284,1_BACTERIA/Deinococcus,GCA_020546685.1,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,results/cool/D_radiodurans_R1_MM284.mcool,cool
Deinococcus,radiodurans,R1,D_radiodurans_R1,bacteria/deinococcus/radiodurans/R1,MM284,1_BACTERIA/Deinococcus,GCA_020546685.1,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,results/distance_law/D_radiodurans_R1_MM284_distance_law.csv,distance_law
Deinococcus,radiodurans,R1,D_radiodurans_R1,bacteria/deinococcus/radiodurans/R1,MM284,1_BACTERIA/Deinococcus,GCA_020546685.1,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,results/pairs/D_radiodurans_R1_MM284.pairs,pairs
Deinococcus,radiodurans,R1,D_radiodurans_R1,bacteria/deinococcus/radiodurans/R1,MM284,1_BACTERIA/Deinococcus,GCA_020546685.1,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,results/macrodomains/D_radiodurans_R1_MM284_macrodomains.bed,macrodomains
Deinococcus,radiodurans,R1,D_radiodurans_R1,bacteria/deinococcus/radiodurans/R1,MM284,1_BACTERIA/Deinococcus,GCA_020546685.1,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,results/DI/D_radiodurans_R1_MM284_DI.bed,DI
Deinococcus,radiodurans,R1,D_radiodurans_R1,bacteria/deinococcus/radiodurans/R1,MM284,1_BACTERIA/Deinococcus,GCA_020546685.1,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,results/insulation/D_radiodurans_R1_MM284_insulation.bed,insulation
Deinococcus,radiodurans,R1,D_radiodurans_R1,bacteria/deinococcus/radiodurans/R1,MM284,1_BACTERIA/Deinococcus,GCA_020546685.1,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,results/chromosight/D_radiodurans_R1_MM284_loops.tsv,chromosight
Dickeya,dadantii,3937,D_dadantii_3937,bacteria/dickeya/dadantii/3937,FO114,1_BACTERIA/Dadantii/Enzyme_test,GCA_000147055.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,ref/D_dadantii_3937.fa,assembly
Dickeya,dadantii,3937,D_dadantii_3937,bacteria/dickeya/dadantii/3937,FO114,1_BACTERIA/Dadantii/Enzyme_test,GCA_000147055.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,results/cool/D_dadantii_3937_FO114.mcool,cool
Dickeya,dadantii,3937,D_dadantii_3937,bacteria/dickeya/dadantii/3937,FO114,1_BACTERIA/Dadantii/Enzyme_test,GCA_000147055.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,results/distance_law/D_dadantii_3937_FO114_distance_law.csv,distance_law
Dickeya,dadantii,3937,D_dadantii_3937,bacteria/dickeya/dadantii/3937,FO114,1_BACTERIA/Dadantii/Enzyme_test,GCA_000147055.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,results/pairs/D_dadantii_3937_FO114.pairs,pairs
Dickeya,dadantii,3937,D_dadantii_3937,bacteria/dickeya/dadantii/3937,FO114,1_BACTERIA/Dadantii/Enzyme_test,GCA_000147055.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,results/macrodomains/D_dadantii_3937_FO114_macrodomains.bed,macrodomains
Dickeya,dadantii,3937,D_dadantii_3937,bacteria/dickeya/dadantii/3937,FO114,1_BACTERIA/Dadantii/Enzyme_test,GCA_000147055.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,results/DI/D_dadantii_3937_FO114_DI.bed,DI
Dickeya,dadantii,3937,D_dadantii_3937,bacteria/dickeya/dadantii/3937,FO114,1_BACTERIA/Dadantii/Enzyme_test,GCA_000147055.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,results/insulation/D_dadantii_3937_FO114_insulation.bed,insulation
Dickeya,dadantii,3937,D_dadantii_3937,bacteria/dickeya/dadantii/3937,FO114,1_BACTERIA/Dadantii/Enzyme_test,GCA_000147055.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,results/borders/D_dadantii_3937_FO114_borders.bed,borders
Dickeya,dadantii,3937,D_dadantii_3937,bacteria/dickeya/dadantii/3937,FO114,1_BACTERIA/Dadantii/Enzyme_test,GCA_000147055.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,results/chromosight/D_dadantii_3937_FO114_loops.tsv,chromosight
Enterocloster,clostridoformis,YL32,clostridioforme,metagenomics/OligoMM12,MM22,2_METAG/OMM,GCA_016696785.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,ref/clostridioforme.fa,assembly
Enterocloster,clostridoformis,YL32,clostridioforme,metagenomics/OligoMM12,MM22,2_METAG/OMM,GCA_016696785.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,results/cool/clostridioforme_MM22.mcool,cool
Enterocloster,clostridoformis,YL32,clostridioforme,metagenomics/OligoMM12,MM22,2_METAG/OMM,GCA_016696785.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,results/distance_law/clostridioforme_MM22_distance_law.csv,distance_law
Enterocloster,clostridoformis,YL32,clostridioforme,metagenomics/OligoMM12,MM22,2_METAG/OMM,GCA_016696785.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,results/pairs/clostridioforme_MM22.pairs,pairs
Enterocloster,clostridoformis,YL32,clostridioforme,metagenomics/OligoMM12,MM22,2_METAG/OMM,GCA_016696785.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,results/macrodomains/clostridioforme_MM22_macrodomains.bed,macrodomains
Enterocloster,clostridoformis,YL32,clostridioforme,metagenomics/OligoMM12,MM22,2_METAG/OMM,GCA_016696785.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,results/DI/clostridioforme_MM22_DI.bed,DI
Enterocloster,clostridoformis,YL32,clostridioforme,metagenomics/OligoMM12,MM22,2_METAG/OMM,GCA_016696785.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,results/insulation/clostridioforme_MM22_insulation.bed,insulation
Enterocloster,clostridoformis,YL32,clostridioforme,metagenomics/OligoMM12,MM22,2_METAG/OMM,GCA_016696785.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,results/borders/clostridioforme_MM22_borders.bed,borders
Enterocloster,clostridoformis,YL32,clostridioforme,metagenomics/OligoMM12,MM22,2_METAG/OMM,GCA_016696785.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,results/chromosight/clostridioforme_MM22_loops.tsv,chromosight
Enterococcus,faecalis,KB1,E_faecalis,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016696825.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,ref/E_faecalis.fa,assembly
Enterococcus,faecalis,KB1,E_faecalis,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016696825.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,results/cool/E_faecalis_MM83.mcool,cool
Enterococcus,faecalis,KB1,E_faecalis,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016696825.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,results/distance_law/E_faecalis_MM83_distance_law.csv,distance_law
Enterococcus,faecalis,KB1,E_faecalis,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016696825.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,results/pairs/E_faecalis_MM83.pairs,pairs
Enterococcus,faecalis,KB1,E_faecalis,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016696825.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,results/macrodomains/E_faecalis_MM83_macrodomains.bed,macrodomains
Enterococcus,faecalis,KB1,E_faecalis,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016696825.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,results/DI/E_faecalis_MM83_DI.bed,DI
Enterococcus,faecalis,KB1,E_faecalis,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016696825.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,results/insulation/E_faecalis_MM83_insulation.bed,insulation
Enterococcus,faecalis,KB1,E_faecalis,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016696825.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,results/borders/E_faecalis_MM83_borders.bed,borders
Enterococcus,faecalis,KB1,E_faecalis,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016696825.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,results/chromosight/E_faecalis_MM83_loops.tsv,chromosight
Escherichia,coli,K-12 MG1655,ecoli_k12_mg1655,bacteria/Ecoli/MG1655,CC328,1_BACTERIA/HiC_methods,GCA_000005845.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,ref/ecoli_k12_mg1655.fa,assembly
Escherichia,coli,K-12 MG1655,ecoli_k12_mg1655,bacteria/Ecoli/MG1655,CC328,1_BACTERIA/HiC_methods,GCA_000005845.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/cool/ecoli_k12_mg1655_CC328.mcool,cool
Escherichia,coli,K-12 MG1655,ecoli_k12_mg1655,bacteria/Ecoli/MG1655,CC328,1_BACTERIA/HiC_methods,GCA_000005845.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/distance_law/ecoli_k12_mg1655_CC328_distance_law.csv,distance_law
Escherichia,coli,K-12 MG1655,ecoli_k12_mg1655,bacteria/Ecoli/MG1655,CC328,1_BACTERIA/HiC_methods,GCA_000005845.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/pairs/ecoli_k12_mg1655_CC328.pairs,pairs
Escherichia,coli,K-12 MG1655,ecoli_k12_mg1655,bacteria/Ecoli/MG1655,CC328,1_BACTERIA/HiC_methods,GCA_000005845.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/macrodomains/ecoli_k12_mg1655_CC328_macrodomains.bed,macrodomains
Escherichia,coli,K-12 MG1655,ecoli_k12_mg1655,bacteria/Ecoli/MG1655,CC328,1_BACTERIA/HiC_methods,GCA_000005845.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/DI/ecoli_k12_mg1655_CC328_DI.bed,DI
Escherichia,coli,K-12 MG1655,ecoli_k12_mg1655,bacteria/Ecoli/MG1655,CC328,1_BACTERIA/HiC_methods,GCA_000005845.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/insulation/ecoli_k12_mg1655_CC328_insulation.bed,insulation
Escherichia,coli,K-12 MG1655,ecoli_k12_mg1655,bacteria/Ecoli/MG1655,CC328,1_BACTERIA/HiC_methods,GCA_000005845.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/borders/ecoli_k12_mg1655_CC328_borders.bed,borders
Escherichia,coli,K-12 MG1655,ecoli_k12_mg1655,bacteria/Ecoli/MG1655,CC328,1_BACTERIA/HiC_methods,GCA_000005845.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/chromosight/ecoli_k12_mg1655_CC328_loops.tsv,chromosight
Flavonifractor,plautii,YL31,F_plautii_v2,metagenomics/OligoMM12/corrected_fasta,MM60,2_METAG/OMM,GCA_023277885.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,ref/F_plautii_v2.fa,assembly
Flavonifractor,plautii,YL31,F_plautii_v2,metagenomics/OligoMM12/corrected_fasta,MM60,2_METAG/OMM,GCA_023277885.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,results/cool/F_plautii_v2_MM60.mcool,cool
Flavonifractor,plautii,YL31,F_plautii_v2,metagenomics/OligoMM12/corrected_fasta,MM60,2_METAG/OMM,GCA_023277885.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,results/distance_law/F_plautii_v2_MM60_distance_law.csv,distance_law
Flavonifractor,plautii,YL31,F_plautii_v2,metagenomics/OligoMM12/corrected_fasta,MM60,2_METAG/OMM,GCA_023277885.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,results/pairs/F_plautii_v2_MM60.pairs,pairs
Flavonifractor,plautii,YL31,F_plautii_v2,metagenomics/OligoMM12/corrected_fasta,MM60,2_METAG/OMM,GCA_023277885.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,results/macrodomains/F_plautii_v2_MM60_macrodomains.bed,macrodomains
Flavonifractor,plautii,YL31,F_plautii_v2,metagenomics/OligoMM12/corrected_fasta,MM60,2_METAG/OMM,GCA_023277885.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,results/DI/F_plautii_v2_MM60_DI.bed,DI
Flavonifractor,plautii,YL31,F_plautii_v2,metagenomics/OligoMM12/corrected_fasta,MM60,2_METAG/OMM,GCA_023277885.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,results/insulation/F_plautii_v2_MM60_insulation.bed,insulation
Flavonifractor,plautii,YL31,F_plautii_v2,metagenomics/OligoMM12/corrected_fasta,MM60,2_METAG/OMM,GCA_023277885.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,results/borders/F_plautii_v2_MM60_borders.bed,borders
Flavonifractor,plautii,YL31,F_plautii_v2,metagenomics/OligoMM12/corrected_fasta,MM60,2_METAG/OMM,GCA_023277885.1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,results/chromosight/F_plautii_v2_MM60_loops.tsv,chromosight
Halobacterium,salinarum,NA,h_salinarum,archeae/halobacterium/salinarum,CC436,7_ARCHEAE/Halobacteria_salinarum,NA,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,ref/h_salinarum.fa,assembly
Halobacterium,salinarum,NA,h_salinarum,archeae/halobacterium/salinarum,CC436,7_ARCHEAE/Halobacteria_salinarum,NA,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,results/cool/h_salinarum_CC436.mcool,cool
Halobacterium,salinarum,NA,h_salinarum,archeae/halobacterium/salinarum,CC436,7_ARCHEAE/Halobacteria_salinarum,NA,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,results/distance_law/h_salinarum_CC436_distance_law.csv,distance_law
Halobacterium,salinarum,NA,h_salinarum,archeae/halobacterium/salinarum,CC436,7_ARCHEAE/Halobacteria_salinarum,NA,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,results/pairs/h_salinarum_CC436.pairs,pairs
Haloferax,volcanii,H26,h_volcanii,archeae/haloferax/volcanii,CC363,7_ARCHEAE/Haloferax_volcanii,NA,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,ref/h_volcanii.fa,assembly
Haloferax,volcanii,H26,h_volcanii,archeae/haloferax/volcanii,CC363,7_ARCHEAE/Haloferax_volcanii,NA,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,results/cool/h_volcanii_CC363.mcool,cool
Haloferax,volcanii,H26,h_volcanii,archeae/haloferax/volcanii,CC363,7_ARCHEAE/Haloferax_volcanii,NA,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,results/distance_law/h_volcanii_CC363_distance_law.csv,distance_law
Haloferax,volcanii,H26,h_volcanii,archeae/haloferax/volcanii,CC363,7_ARCHEAE/Haloferax_volcanii,NA,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,results/pairs/h_volcanii_CC363.pairs,pairs
Helicobacter,pylori,G27,H_pylori_G27,bacteria/helicobacter/pylori/G27,MM160,1_BACTERIA/Mix_bacteria,GCA_000021165.1,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,ref/H_pylori_G27.fa,assembly
Helicobacter,pylori,G27,H_pylori_G27,bacteria/helicobacter/pylori/G27,MM160,1_BACTERIA/Mix_bacteria,GCA_000021165.1,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,results/cool/H_pylori_G27_MM160.mcool,cool
Helicobacter,pylori,G27,H_pylori_G27,bacteria/helicobacter/pylori/G27,MM160,1_BACTERIA/Mix_bacteria,GCA_000021165.1,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,results/distance_law/H_pylori_G27_MM160_distance_law.csv,distance_law
Helicobacter,pylori,G27,H_pylori_G27,bacteria/helicobacter/pylori/G27,MM160,1_BACTERIA/Mix_bacteria,GCA_000021165.1,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,results/pairs/H_pylori_G27_MM160.pairs,pairs
Helicobacter,pylori,G27,H_pylori_G27,bacteria/helicobacter/pylori/G27,MM160,1_BACTERIA/Mix_bacteria,GCA_000021165.1,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,results/macrodomains/H_pylori_G27_MM160_macrodomains.bed,macrodomains
Helicobacter,pylori,G27,H_pylori_G27,bacteria/helicobacter/pylori/G27,MM160,1_BACTERIA/Mix_bacteria,GCA_000021165.1,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,results/DI/H_pylori_G27_MM160_DI.bed,DI
Helicobacter,pylori,G27,H_pylori_G27,bacteria/helicobacter/pylori/G27,MM160,1_BACTERIA/Mix_bacteria,GCA_000021165.1,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,results/insulation/H_pylori_G27_MM160_insulation.bed,insulation
Helicobacter,pylori,G27,H_pylori_G27,bacteria/helicobacter/pylori/G27,MM160,1_BACTERIA/Mix_bacteria,GCA_000021165.1,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,results/borders/H_pylori_G27_MM160_borders.bed,borders
Helicobacter,pylori,G27,H_pylori_G27,bacteria/helicobacter/pylori/G27,MM160,1_BACTERIA/Mix_bacteria,GCA_000021165.1,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,results/chromosight/H_pylori_G27_MM160_loops.tsv,chromosight
Klebsiella,pneumoniae,NTUH-K2044,K_pneumoniae_NTUHK2044,bacteria/klebsiella/pneumoniae/NTUHK2044,MM108,1_BACTERIA/Mix_bacteria,GCA_000009885.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,ref/K_pneumoniae_NTUHK2044.fa,assembly
Klebsiella,pneumoniae,NTUH-K2044,K_pneumoniae_NTUHK2044,bacteria/klebsiella/pneumoniae/NTUHK2044,MM108,1_BACTERIA/Mix_bacteria,GCA_000009885.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/cool/K_pneumoniae_NTUHK2044_MM108.mcool,cool
Klebsiella,pneumoniae,NTUH-K2044,K_pneumoniae_NTUHK2044,bacteria/klebsiella/pneumoniae/NTUHK2044,MM108,1_BACTERIA/Mix_bacteria,GCA_000009885.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/distance_law/K_pneumoniae_NTUHK2044_MM108_distance_law.csv,distance_law
